idfamilletissus;dateentree;datefacturation;idcategorietissus;idclassematierepremiere;idutilisationwms;numerobc;numerobl;numerofacture;idfournisseur;idclient;modele;saison;designation;reftissu;composition;couleur;laize;qtecommande;idunitemesurematierepremiere;qterecu;tauxecart;nbrouleau;nblot;prixunitaire;idunitemonetaire;resterecevoir;fret;commentaire;etat
1;14/08/2023;11/08/2023;1;2;1;2053/LOI/2023;228847;F199249Z;1;100;CORAIL;E24;RELADAX;O 1000;100% COTTON ORG;BLANC LUMINEUX;148/151;589;1;-1.9;1.16;8;1;0;2;0;NULL;retour MANQUE APRES INSPECTION;0
1;18/10/2023;17/10/2023;2;2;2;T00714;232280;F201940Z;1;2;LETUD;E24;RITAN;B BX08 R2;100% COTTON;MULTICO/BNA;164/167;5;1;-1;0;1;1;0;2;0;NULL;retour MANQUE TISSU;0
1;23/01/2024;09/01/2024;2;2;1;3078R/LOI/2023;1470612;200124661;19;100;MADELINE-MAHAULT-MIMOSA-MELBA-MINUIT-MADINA;H24;LIBERTY;BETSY BERRY TOUTE PETITE TANA LAWN 036373539X;100% COTTON;970 BLANC / MULTICO;136;3245;1;2.5;98.7;32;1;0;1;39;NULL;retour SURPLUS APRES INSPECTION;0
1;06/03/2024;22/02/2024;2;3;2;Non-referencé;Non-referencé;24082957;41;100;MANZIRA-MARGUERITA;H24;MIKADO ;TGU1123-T373;100% PL;IMPRIME EXCLUSIF;152;8.1;1;8.1;100;1;1;19.8;1;0;NULL;SUR FACTURE 8.10m APRES RECEPTION 7.9m;0
1;06/03/2024;26/02/2024;2;3;2;Non-referencé;Non-referencé;24082968;41;100;MERCINE;H24;MIKADO;GU532R-R2608 JC;100% PL;101 RAYURE MARINE-MULTICO;152;4;1;4;100;1;1;20.43;1;0;NULL;NEANT;0
1;06/03/2024;22/02/2024;2;3;2;Non-referencé;Non-referencé;24082957;41;100;MANZIRA-MARGUERITA;H24;MIKADO ;TGU1123-T373;100% PL;IMPRIME EXCLUSIF;152;8.1;1;-0.2;100;1;1;0;1;0;NULL;retour MANQUE TISSU;0
1;23/10/2023;20/10/2023;2;2;2;T00730;232443;F22087Z;1;2;VERIF;E24;IMARI;B CT51 R1;100% COTTON;ECRU/MARIN/NA;162/165;5;1;-0.95;0;0;1;0;2;0;NULL;retour MANQUE APRES INSPECTION;0
1;06/03/2024;22/02/2024;2;3;2;Non-referencé;Non-referencé;24082957;41;100;MANZIRA-MARGUERITA;H24;MIKADO ;TGU1123-T373;100% PL;IMPRIME EXCLUSIF;152;8.1;1;-3.9;100;1;1;0;1;0;NULL;retour SORTIE AXELLE à la demande du client BL N°09782;0
1;07/03/2024;06/03/2024;2;2;2;580/LOI/2024;237517;F206911Z;1;30;PLM-97884;H24;BAVIERA;B 29736P;100% COTTON;JAUNE;146/149;2;1;2;100;0;1;5;2;0;NULL;COUPON;0
1;07/03/2024;04/03/2024;1;2;1;Non-referencé;237420;F206805Z;1;100;CORAIL;E24;RELADAX;O 1000;100% COTTON ORG;BLANC LUMINEUX;148/151;36.5;1;36.5;100;1;1;4.71;2;0;NULL;modèle PETIT TOUR DE LIT complement prod;0
1;07/03/2024;05/03/2024;2;2;2;A01082;237481;F206866Z;1;2;INAPOLI;H24;FERRUCIO;PO CM 97 C1;50% CO ORG OCS 27% CO 23% LIN;GREY/BL;143/146;5;1;5;100;0;1;5;2;0;NULL;COUPON;0
1;07/03/2024;06/03/2024;1;2;2;BCKS-001590 PI045-24;237518;F206913Z;1;2;ITALIA;H24;FALTIMAX; O-1001;77% COTTON ORG OCS 23%LIN;BL NON AZURE;150/153;10;1;10;100;0;1;3.25;2;0;NULL;COUPON;0
1;07/03/2024;06/03/2024;1;2;2;A01447/PO CL 2304398;237530;F206926Z;1;2;NLOISIR;H24;FLORENCE;O CQ64 C1 ;76% CO ORG OCS 24%LIN;MULTICO/BNA;148/151;4.7;1;4.7;100;0;1;5;2;0;NULL;ROULEAU;0
1;07/03/2024;04/03/2024;2;2;2;T00935;237425;F206808Z;1;2;ENSUBLE;H24;SERENADE;X CZ57 R2X DK ;98% COTTON 1% VISC 1% PES METALLISED;GREY MU/NA JAUNE;160/163;5;1;5;100;0;1;5;2;0;NULL;COUPON  ;0
1;07/03/2024;04/03/2024;2;2;2;T00935;237425;F206808Z;1;2;ENSUBLE;H24;SERENADE;X CZ57 R1X DK ;98% COTTON 1% VISC 1% PES METALLISED;GREY MU/NA ROSE;160/163;5;1;5;100;0;1;5;2;0;NULL;COUPON ;0
1;01/03/2024;29/02/2024;2;2;2;T00938/POCL2400999;237295;F206692Z;1;2;LUNTMC-BB;H24;RADJERMA;B 31466R ;100% COTTON;AURA ORANGE;148/151;5;1;-0.1;100;0;1;0;2;0;NULL;retour MANQUE TISSU;0
1;18/10/2023;10/10/2023;2;2;1;2058/LOI/2023;1456648;200120366;19;100;CARAVELLE;E24;LIBERTY ;BETSY TANA LAWN 036373529X PETIT VERGER;100% COTTON;FOND BLANC FLEURI ROSE;136;1434;1;-2.4;105.5;16;1;0;1;0;NULL;retour MANQUE APRES INSPECTION;0
1;07/03/2024;27/02/2024;2;2;1;3478/LOI/2024;1479624;200127021;19;100;MENTIANE;H24;LIBERTY;036373551X;100% COTTON;970 BLANC MULTICO;136;3651;1;3433;94.02;51;1;10.85;1;218;NULL;POIDS TOTAL 51RLX=359.62KG;0
1;07/03/2024;27/02/2024;2;2;1;0198/LOI/2024;1479624;200127021;19;100;CARAVELLE;E24;LIBERTY ;BETSY TANA LAWN 036373529X PETIT VERGER;100% COTTON;FOND BLANC FLEURI ROSE;136;315;1;315;100;3;1;10.85;1;0;NULL;MODELE: GWEN= 184m/ GRACE=131m POIDS 3RLX=33.38KG;0
1;07/03/2024;27/02/2024;2;2;1;3393/LOI/2023;1479624;200127021;19;100;MONA-MARINETTE;H24;LIBERTY;036373551Y;100% COTTON;895 ROSE MULTICO;136;293;1;276;94.41;3;1;11.3;1;17;NULL;MODELE: MONA= 112m/ MARINETTE= 181m POIDS 3RLX=28.6KG;0
1;08/03/2024;04/03/2024;2;2;1;3466/LOI/2024;236575;F206016Z;1;2;LOMPYGNE;H24;HARIANA;B 26903R 13308 V1;100% COTTON;MARINE ECRU-GREEN;151/154;365.4;1;491.1;101.25;4;1;2.9;2;0;NULL;3eme arrivage 125g ;0
1;08/03/2024;07/03/2024;1;2;1;0351/LOI/2024;237561;F206958Z;1;2;ITALIA;H24;FALTIMAX; O-1001;77% COTTON ORG OCS 23%LIN;BL NON AZURE;150/153;3465;1;3334.7;96.23;28;1;3.25;2;130.3;NULL;EMP A31/A30;0
1;07/03/2024;27/02/2024;2;2;1;Non-référencé;1479624;20012021;19;100;PADOU/PAGELLE/PADY;H23;LIBERTY ;MARGARET ANNIE 036368554X;100% COTTON;MULTICO;136;30;1;30;100;1;1;10.8;1;0;NULL;modèle BRUNA REA;0
1;07/03/2024;27/02/2024;2;2;1;0257-0195-284-464/LOI/2024;1479624;200127021;19;100;P07 MELBA- P07MARTHE-P07MARYLOU-P07MYGLOO-P07MARLENE-P08MARCELETTE-P08MELY;H24;LIBERTY ;MARGARET ANNIE 036373523Y;100% COTTON;ROSE MULTICO;136;3016;1;3016;100;47;1;10.9;1;0;NULL;P07MARTHE=185m, P07MARYLOU=322m, P07MELBA=143m, P07 MGYLOO=350m, P07MARLENE=764m, P08MARCELETTE=1036m, P08MELY=161m;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;LINOFIL EST ;PRINTED CARETA;55%C 45%LIN;34 GRAND CARREAU BLEU;145;17;1;17;100;1;1;7.15;2;0;NULL;140g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;LINOFIL EST ;PRINTED CARETA;55%C 45%LIN;35 GRAND CARREAU ORANGE;145;20;1;20;100;1;1;7.15;2;0;NULL;140g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;LINOFIL EST ;PRINTED LUCA;55%C 45%LIN;2 FLEUR BLEU;145;17.7;1;17.7;100;1;1;7.15;2;0;NULL;140g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;LINOFIL EST ;PRINTED LUCA;55%C 45%LIN;3 FLEUR ORANGE;145;19.2;1;19.2;100;1;1;7.15;2;0;NULL;140g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;CAMPARI EST;1489 PRINTED;100% COTTON;31 IMP RAYURE VERT;148;20;1;20;100;1;1;4.7;2;0;NULL;120g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;CAMPARI EST;3922 PRINTED;100% COTTON;31 IMP PETIT FLEUR VERT;148;20;1;20;100;1;1;4.7;2;0;NULL;120g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;CAMPARI EST;5388 PRINTED;100% COTTON;44 IMP PETIT CARREAU BLEU;148;23.5;1;23.5;100;1;1;4.7;2;0;NULL;120g;0
1;11/03/2024;23/02/2024;2;3;1;Non-referencé;7817;95.304;54;7;ATT INFO ;E25;CAMPARI FLORENCIA;5492 PRINTED;100% COTTON;31 IMP PETIT CARREAU VERT;148;26;1;26;100;1;1;4.7;2;0;NULL;120g;0
1;28/02/2024;21/02/2024;2;3;1;Non-referencé;Non-referencé;PROF0484;94;32;GENTILLE-SUZON;H24;LIBERTY ; 73526X MAMIE;100% COTTON;157 MULTICO;133;1820;1;-12.2;100;15;1;0;1;0;NULL;retour MANQUE APRES INSP;0
1;03/11/2023;02/11/2023;2;2;1;2615/LOI/2023;232901;F202530Z;1;2;LOVISE;E24;RADJERMA;B 26061R;100% CO;HIGH RISK RED;148/151;1382.9;1;-23;6.71;1;1;0;2;1290.1;NULL;retour MANQUE APRES INSP;0
1;03/07/2023;30/06/2023;1;1;1;1626/LOI/2023;227834;F197594Z;1;100;CAROLINE;E24;APRECIA;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;156/159;1500;1;-5.26;1;8;1;0;2;0;NULL;retour MANQUE APRES INSPECTION;0
1;12/03/2024;11/03/2024;1;2;1;0038-0254/LOI/2024;237686;F207065Z;1;100;P04 GRETA -GREGOR;H24;APREECO;G BF87 R6;100% COTTON ORG;BLEU/BA;164/167;1897;1;77.8;4.1;1;1;5.1;2;1819.2;NULL;1ERE ARRIVAGE;0
1;12/03/2024;11/03/2024;1;2;1;0351/LOI/2024;237659/237660;F207040Z/F207041Z;1;2;ISICILIA-BB;H24;FEDOR;O CV72 R1;67% CO ORG OCS33% LIN;GREEN/BNA;152/155;3575;1;3741.2;104.6;25;2;3.9;2;0;NULL;POIDS TOTAL25RLX=557.87KG;0
1;28/02/2024;12/02/2024;2;3;2;Non-referencé;AW24PP;Non-referencé;19;25;CELESTE ;H24;LIBERTY ;03639229A-SP GODINTON PARK TANA LAWN;100% COTTON;FOND BLANC IMPRIME PETIT FLEUR;136;3;1;0.18;100;0;1;0;1;0;NULL;retour SURPLUS TISSU  ;0
1;13/03/2024;27/02/2024;2;3;1;0089/LOI/2024;1478161;200127020;19;25;CELESTE ;H24;LIBERTY ;03639229A-SP GODINTON PARK TANA LAWN;100% COTTON;FOND BLANC IMPRIME PETIT FLEUR;136;415;1;415;100;5;1;11.3;1;0;NULL;POIDS TOTAL 5RLX=44.02KG;0
1;14/03/2024;08/03/2024;2;3;1;Non-referencé;Non-referencé;PROF0497;94;32; DIVINE-TIVOLI-BIANCAROSA-CAYATI-FELICIE;H24;LIBERTY ;7311X-EN;83% LAINE 17%COTTON;MULTICO BUTTERFLY ROSE;142;3317.7;1;3317.7;100;83;1;13.05;1;0;NULL;NEANT EMP A50/A40;0
1;14/03/2024;08/03/2024;2;3;1;Non-référencé;Non-référencé;PROF0497;94;32;GLOBAL;H23;SIDOGRAS;6060 GOTS;100% COTTON;BLANC;137;1205;1;1205;100;13;1;3.2;1;0;NULL;H24 MODELE DAHO;0
1;14/03/2024;08/03/2024;2;3;1;Non-referencé;Non-referencé;PROF0497;94;32; MARIELA;H24;TWILL CARREAU;SIDOGRAS 5333 ;100% COTTON;8 MULTICO;146;573;1;573;100;6;1;4.4;1;0;NULL;NEANT;0
1;14/03/2024;08/03/2024;2;3;1;Non-referencé;Non-referencé;PROF0497;94;32;FLAVIE;H24;FLANELLE;FAISA 162305;49% LAINE 39% POLYESTER 12% VISCOSE;1301;147;766;1;766;100;13;1;13.17;1;0;NULL;NEANT;0
1;14/03/2024;08/03/2024;2;3;1;Non-referencé;Non-referencé;PROF0497;94;32;DIVINE-TIVOLI-BIANCAROSA-CAYATI-FELICIE;H24;DRAGONI;637 POP IMPERIA;100% COTTON;118;150;381.1;1;381.1;100;4;1;5.29;1;0;NULL;NEANT;0
1;14/03/2024;13/03/2024;2;2;2;0669/LOI/2024;237787;F207168Z;1;NULL;TOTEBAG;H24;RAKARTA;B BBB Basic;100% COTTON;ECRU DESENCOLLEE;150/153;3;1;3;100;0;1;2.75;2;0;NULL;COUPON;0
1;07/03/2024;06/03/2024;2;2;2;580/LOI/2024;237517;F206911Z;1;30;PLM-97884;H24;BAVIERA;B 29736P;100% COTTON;JAUNE;146/149;2;1;-0.05;100;0;1;0;2;0;NULL;retour MANQUE TISSU;0
1;15/03/2024;14/03/2024;2;1;1;0340/LOI/2024;237640;F207186Z;1;100;COMMUN;E23;GORCELLA;B 1000;100% COTTON;BLANC LUMINEUX;142/145;3000;1;3148.9;104.9;20;1;3.48;2;0;NULL;REFERENCE G1000 H24 modèle GLOBAL CHOIX=AR EMP E20/E51;0
1;22/02/2024;21/02/2024;1;2;1;3488/LOI/2024;236875;F206301Z;1;100;MHISLENE;H24;APRECIA;G D01509 V1;100% COTTON ORG GOTS;ROSE TENDRE/BA;156/159;3462;1;-45.15;1.84;1;1;0;2;3398;NULL;retour MANQUE APRES INSPECTION;0
1;15/03/2024;05/03/2024;2;3;2;Non-referencé;Non-referencé;24082995;41;100;MERCINE;H24;MIKADO;GU1132;100% PL;1672 MARINE;152;3.8;1;3.8;100;1;1;19.45;1;0;NULL;ROULEAU;0
1;20/12/2023;19/12/2023;2;2;2;T00871;234777;F204316Z;1;2;Non-referencé;E24;VALERI;X BY 10V1X 12869 V4;98% VISCOSE 1%PES META 1% PA;BLANC/EBONY/NA;148/151;10;1;-0.15;100;0;1;0;2;0;NULL;retour MANQUE TISSU;0
1;09/02/2024;08/02/2024;2;2;2;A01082;236373;F205845Z;1;2;INAPOLI;H24;FERRUCIO;PO CM 97 C1;50% CO ORG OCS 27% CO 23% LIN;GREY/BL;143/146;5;1;-1.55;100;0;1;0;2;0;NULL;retour MANQUE TISSU pour les 3arrivage;0
1;07/03/2024;27/02/2024;2;2;1;3478/LOI/2024;1479624;200127021;19;100;MENTIANE;H24;LIBERTY;036373551X;100% COTTON;970 BLANC MULTICO;136;3651;1;-35.25;94.02;51;1;0;1;218;NULL;retour MANQUE APRES INSP;0
1;18/03/2024;15/03/2024;1;1;1;3213/LOI/2023;237835;F207216Z;1;100;GLOBAL;E24;LASMINA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;150/153;1087.8;1;1106.1;100.3;10;3;3;2;0;NULL;2eme arrivage MISTINGUETTE-MERVEILLE poids total10rlx=159.26kg EMP E41/E42;0
1;18/03/2024;15/03/2024;2;2;2;T00668/POCL2304846;237868;F207247Z;1;2;TARYALICE;E24;HALAMANVA;BF 28253P;53%C 47%VIS;ECRU;144/147;5;1;5;100;1;1;5;2;0;NULL;ROULEAU=1.32kg;0
1;18/03/2024;15/03/2024;2;2;2;A02168;237868;F207247Z;1;2;QAKOA - QAKOAMC;E25;HALEKERAX;B 1000;100% COTTON;BLANC LUMINEUX;157/160;5;1;5;100;0;1;5;2;0;NULL;COUPON=0.98kg;0
1;14/03/2024;08/03/2024;2;3;1;Non-referencé;Non-referencé;PROF0497;94;32; DIVINE-TIVOLI-BIANCAROSA-CAYATI-FELICIE;H24;LIBERTY ;7311X-EN;83% LAINE 17%COTTON;MULTICO BUTTERFLY ROSE;142;3317.7;1;-21.8;100;83;1;0;1;0;NULL;retour FOURNISSEUR;0
1;05/12/2023;04/12/2023;1;2;2;3191/LOI/2023;234148;F203740Z;1;100;MOTUS;H24;NEWYORKAWA;G 13391 V1;100% COTTON ORG GOTS;ROSE/BLUE/BA;152/155;5;1;-0.7;2.5;1;1;0;2;2.5;NULL;retour manque ;0
1;19/03/2024;18/03/2024;2;2;2;A03137/2401195;237955;F207327Z;1;2;CONDUIT;E25;HACIKA;B 31766P;100% COTTON;CANAL BLUE;150/153;5;1;5;100;0;1;5;2;0;NULL;COUPON=1.2KG;0
1;19/03/2024;18/03/2024;2;2;2;A03136/2401486;237955;F207327Z;1;2;CONDUIT;E25;HACIKA;B 31705P;100% COTTON;LEMONADE;150/153;5;1;5;100;0;1;5;2;0;NULL;COUPON=1.1KG;0
1;19/03/2024;18/03/2024;2;2;2;Non-referencé;237950;F207321Z;1;3;Antoinette - Edith - Josephine - Mystralia;E24;EZINOLAX;B 28253P;99%C 1%EL;ECRU;158/161;20;1;20;100;0;1;5;2;0;NULL;COUPON=3.7KG  Attente confirmation merch pour les modèles et saison;0
1;08/12/2021;08/12/2021;3;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;BINGOLA;C427 F1113;100% COTTON;SANS COLORIS;150;4633;1;-10;0;1;1;0;1;0;NULL;retour INVENTAIRE;0
1;21/03/2024;20/03/2024;1;2;2;0703/LOI/2024;238044;F207414Z;1;100;MOTUS;H24;NEWYORKAWA;G 13391 V1;100% COTTON ORG GOTS;ROSE/BLUE/BA;152/155;5;1;6.7;134;1;1;5;2;0;NULL;ROULEAU=1.4KG REF B 13391 V2 ;0
1;26/02/2024;24/02/2024;2;2;2;LOI 23/02;237088;F206501Z;1;2;TKEN-TPINK;H24;VOSAMORA;F11687 X2 26032P;100% VISCOSE;MULTICO CREAM;151/154;9;1;-0.5;100;0;1;0;2;0;NULL;retour MANQUE TISSU;0
1;14/07/2023;07/07/2023;2;3;1;Non-referencé;Non-referencé;PROF0347;94;32;FRANCINE-FANIA;E24;LIBERTY;73519X MORTIMER;100% COTTON;MULTICO;136;425;1;0.63;1.37;6;1;0;1;0;NULL;retour ;0
1;14/11/2023;31/10/2023;2;3;1;Non-referencé;Non-referencé;PROF0437;94;32;ANNE 034C;E24;SOKTAS AVIGNON CARREAU;75617/9;100% COTTON;MARRON;146;1055.15;1;9.8;0;11;1;0;1;0;NULL;retour coupe;0
1;15/03/2023;15/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0083;94;32;BLUEBELL/FELICIE;H23;LIBERTY;GALINA 015768051X;100% COTTON;IMP FLEURIS NOIR;133;1820.9;1;4;0;1;1;0;1;0;NULL;retour ;0
1;29/09/2023;21/09/2023;2;3;1;Non-referencé;Non-referencé;PROF0398;94;32;CARLIE 656;E24;LIBERTY ;PICADILLY AMELIA 01547302X;100% COTTON;MULTICO;142;307.9;1;8.1;0;12;1;0;1;0;NULL;retour coupe;0
1;06/07/2023;30/06/2023;2;3;1;Non-referencé;Non-referencé;PROF0330;94;32;CORYSE-FABRICIA;E24;LIBERTY ;3502X CHIVE;100% COTTON;IMPRIME FLEUR ROSE;136;2515;1;37.9;0;23;1;0;1;0;149.99;retour ;0
1;10/11/2022;10/11/2022;2;3;1;Non-référencé;Non-référencé;PROF 0627;94;32;AMANTINE 860;H22;SOKTAS CARREAU;Non-référencé;100% COTTON;BEIGE;146;22;1;-1.2;0;1;1;0;1;0;NULL;retour ;0
1;21/03/2023;21/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0097;94;32;CALIPSO/DONATELLE;H23;SIDOGRAS;6059 GOTS;100% COTTON;MARRON ;137;73.43;1;-10.83;0;1;1;0;1;0;NULL;retour manque;0
1;07/03/2024;04/03/2024;2;2;2;T00935;237425;F206808Z;1;2;ENSUBLE;H24;SERENADE;X CZ57 R1X DK ;98% COTTON 1% VISC 1% PES METALLISED;GREY MU/NA ROSE;160/163;5;1;-0.1;100;0;1;0;2;0;NULL;retour MANQUE TISSU;0
1;22/03/2024;21/03/2024;1;2;1;0038-0254/LOI/2024;237701;F207455Z;1;100;P04 GRETA -GREGOR;H24;APREECO;G BF87 R6;100% COTTON ORG;BLEU/BA;164/167;1819.2;1;1625.9;93.65;15;1;5.1;2;193.3;NULL;2EME ARRIVAGE ;0
1;22/03/2024;21/03/2024;1;2;1;0289/LOI/2023;238003;F207455Z;1;100;BLONDIE;E24;YINA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;148/151;500;1;574.1;114.82;7;2;3.75;2;0;NULL;MODELE LADISLAS;0
1;25/03/2024;22/03/2024;2;2;2;T00882/POCL2400999;238174;F207541Z;1;2;BISCUIT SET-BB ;H24;HAFIVA;BF 30634R 13412V1;80% COTTON 20% VISCOSE;TOFU MULTICO;153/156;4.2;1;4.2;100;1;1;5;2;0;NULL;rouleau 2eme arrivage;0
1;25/03/2024;22/03/2024;2;2;2;T00935;238174;F207541Z;1;2;ENSUBLE;H24;SERENADE;X CZ57 R2X DK ;98% COTTON 1% VISC 1% PES METALLISED;GREY MU/NA JAUNE;160/163;5;1;5;100;0;1;5;2;0;NULL;COUPON  2eme arrivage;0
1;25/03/2024;22/03/2024;2;2;2;T00935;238174;F207541Z;1;2;ENSUBLE;H24;SERENADE;X CZ57 R1X DK ;98% COTTON 1% VISC 1% PES METALLISED;GREY MU/NA ROSE;160/163;5;1;5;100;0;1;5;2;0;NULL;COUPON 2eme arrivage;0
1;25/03/2024;22/03/2024;2;2;2;T00938/POCL2400999;238174;F207541Z;1;2;LUNTMC-BB;H24;RADJERMA;B 31466R ;100% COTTON;AURA ORANGE;148/151;5;1;5;100;0;1;5;2;0;NULL;COUPON modèle BISCUIT-SET 2eme arrivage;0
1;28/09/2022;28/09/2022;2;3;1;Non-référencé;Non-référencé;PROF O480;94;32;CALIPSO-CPL PANICE;E23;LIBERTY;MAY MORRIS M14601546852;100% COTTON;IMP FLEURIS JAUNE ;142;188.4;1;-4.75;0;1;1;0;1;0;NULL;retour MANQUE;0
1;25/03/2024;22/03/2024;2;2;1;0266/LOI/2024;238150;F207518Z;1;2;LETUDBB-BB/ LETUD -BB;H24;RITAIN;B DD35 R3;100% COTTON;MULTICO/NA;162/165;6443.4;1;134.3;2.08;1;1;3.4;2;6309.1;NULL;1ERE ARRIVAGE EMP EMP A11/A31/A30;0
1;13/03/2024;27/02/2024;2;3;1;0089/LOI/2024;1478161;200127020;19;25;CELESTE ;H24;LIBERTY ;03639229A-SP GODINTON PARK TANA LAWN;100% COTTON;FOND BLANC IMPRIME PETIT FLEUR;136;415;1;-3;100;5;1;0;1;0;NULL;retour MANQUE APRES INSPECTION;0
1;26/03/2024;25/03/2024;2;2;2;674/LOI/2024;2382230;F207598Z;1;6;W963/L883/2F18;H24;LASMINA;B 20845 ;100% COTTON;NOIR EX 12245;146/149;10;1;16;160;1;1;5;2;0;NULL;ROULEAU=2.6kg;0
1;26/03/2024;26/03/2024;2;2;2;Non-referencé;99303;F208208Z;1;100;MANTILLE;H24;HALAMANDA;13536 V2;100% COTTON;ROSE IMPRIME COEUR;148;3;1;3;100;0;1;5;2;0;NULL;COUPON=0.5kg  FACTURE 06/08/24;0
1;26/03/2024;25/03/2024;2;2;2;A03253;238260;F207624Z;1;2;CHANTELLE-BC/CHANTELLEMC-BC;H24;WOSAMORE;XAJ65 V1X 13532 V1;50% VISC 49% CO 1% PES METAL;BLANC MULTICO /NA;161/164;10;1;10;100;1;1;5;2;0;NULL;ROULEAU=2.40kg CHOIX AL;0
1;26/03/2024;25/03/2024;2;2;2;A03255;238260;F207624Z;1;2;TITTENAERE-TOUCKE-BC;H24;ROBERVA;BF 20845R EX 12/13531 V1;59% CO 41% VISC;NOIR IRON GATE;178/178;5;1;5;100;0;1;5;2;0;NULL;COUPON=1.20kg CHOIX B;0
1;26/03/2024;25/03/2024;2;2;2;A03255;238260;F207624Z;1;2;TITTENAERE-TOUCKE-BC;H24;ROBERVA;BF 13531 V2;59% CO 41% VISC;ECRU 30749P EGRET;178/178;5;1;5;100;0;1;5;2;0;NULL;COUPON=1.20kg CHOIX B;0
1;27/03/2024;26/03/2024;2;2;2;A03004;238309;F207666Z;1;100;MAKARI;H24;HAARLEM;B DD44 R1;100% COTTON;LIME GRIS/BNA;160/169;8;1;8;100;1;1;5;2;0;NULL;ROULEAU=2.10KG;0
1;26/03/2024;26/03/2024;2;2;2;Non-referencé;99303;Non-referencé;1;100;MANTILLE;H24;HALAMANDA;13536 V2;100% COTTON;ROSE IMPRIME COEUR;148;3;1;-0.25;100;0;1;0;2;0;NULL;retour MANQUE APRES INSPECTION;0
1;28/03/2024;23/02/2024;1;2;1;3488/LOI/2024;237068;F206488Z;1;100;MHISLENE;H24;LANINA;G 31399R ;100% COTTON ORG GOTS;828 ROSE TENDRE;146/149;2575;1;-100.8;3.77;1;1;0;2;2477.9;NULL;retour COTONA SURPLUS LIVRAISON;0
1;09/03/2023;09/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0032;94;32;GLOBAL;H23;SIDOGRAS;6060 GOTS;100% COTTON;BLANC;137;441.7;1;-18.2;0;1;1;0;1;0;NULL;retour MANQUE TISSU;0
1;30/03/2024;22/03/2024;2;3;1;Non-référencé;Non-referencé;PROF0520;94;32;TIMBER-DOJOBA;H24;VICHY;DEAL 519 ORG NEW SMOOTH;100% COTTON;CARREAU BLANC/ BLEU;150;1054;1;1054;100;12;1;6.8;1;0;NULL;EN ATTENTE PL;0
1;30/03/2024;22/03/2024;2;3;1;Non-référencé;Non-referencé;PROF0520;94;32;FLAVIE-GRACEFUL-MARIELA;H24;SOIE;GIRANI U3365AF66X179;100% SOIE;BLANC;138;166.1;1;166.1;100;5;1;33.3;1;0;NULL;EN ATTENTE PL ET CONF MODELE;0
1;30/03/2024;22/03/2024;2;3;1;Non-referencé;Non-referencé;PROF0520;94;32;DIVINE-TIVOLI-BIANCAROSA-CAYATI-FELICIE;H24;DRAGONI;637 POP IMPERIA;100% COTTON;118;150;200;1;200;100;2;1;5.29;1;0;NULL;EN ATTENTE PL ET CONF MODELE;0
1;02/04/2024;28/03/2024;2;2;1;0368/LOI/2024;238463;F207826Z;1;2;NLIRE;H24;IMARI;B CT51 R4;100% COTTON;ECRU/MARIN/BNA;162/165;3464;1;125.4;3.62;1;1;3.61;2;3338.6;NULL;1ERE ARRIVAGE ;0
1;02/04/2024;27/03/2024;1;2;1;3022/LOI/2023;238369;F207721Z;1;100;MISTINGUETTE-MERVEILLE;H24;APRECIA;G D01336 V5;100% COTTON ORG GOTS;GREEN MULTICO/BA;156/159;140.3;1;140.3;100;8;3;5.23;2;0;NULL;COMPENSATION TISSU choix B;0
1;02/04/2024;28/03/2024;2;2;2;T00786/CL2400790;238465;F207828Z;1;2;HNAO-BC;E25;IMARI;B K016 R14 ;100% COTTON;BLEU-MARIN/NA;162/165;5;1;5;100;0;1;5;2;0;NULL;2eme arrivage CHOIX AL;0
1;02/04/2024;28/03/2024;2;2;2;T00823;238465;F207828Z;1;2;QILKA;H24;EILEEN;BCW05 R1;97% COTTON  3% ELASTHANE;ECRU-EBONY/NA;135/138;5;1;5;100;0;1;5;2;0;NULL;COUPON;0
1;02/04/2024;28/03/2024;2;2;2;T00871;238465;F207828Z;1;2;Non-referencé;E24;VALERI;X BY 10V1X 12869 V4;98% VISCOSE 1%PES META 1% PA;BLANC/EBONY/NA;148/151;5;1;5;100;0;1;5;2;0;NULL;COUPON E25 2EME ARRIVAGE;0
